office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes
Ould aaghil 1,Koubenni,Hodh El Gharbi,398,314,3,1,310,305,1,0,0,0,4
Ecole Ameira Marsa,Magtalahjar,Brakna,221,161,21,0,140,121,15,0,1,0,3
Ecole Taghadet Iriji,Guerou,Assaba,356,222,3,0,219,134,29,1,0,2,53
Centre d'Accueil des Citoyens,Guerou,Assaba,535,88,9,0,79,34,14,3,0,0,28
El khat et Ghasr Salam,Koubenni,Hodh El Gharbi,342,137,0,0,137,73,0,31,0,8,25
El khat et Ghasr Salam,Koubenni,Hodh El Gharbi,343,119,1,1,117,79,6,12,0,6,14
Ecole 1,Djiguenni,Hodh Chargui,483,302,3,0,299,177,14,1,2,6,99
Ecole 1,Djiguenni,Hodh Chargui,485,329,2,0,327,215,16,1,3,3,89
Dispensaire Choum,Atar,Adrar,349,169,10,0,159,90,29,3,3,0,34
Tally Lakhdar,Koubenni,Hodh El Gharbi,103,73,2,0,71,47,4,3,0,0,17
Ecole Tigoumatine,Keur Macène,Trarza,373,231,20,2,209,88,19,5,0,0,97
Ghligue El Ghedhef ecole,Tamcheket,Hodh El Gharbi,216,174,4,0,170,165,0,0,1,0,4
Ecole Choum,Atar,Adrar,559,311,12,0,299,160,17,2,2,0,118
Ecole Devea,Djiguenni,Hodh Chargui,529,281,1,0,280,258,1,0,0,1,20
Sureté,Koubenni,Hodh El Gharbi,230,131,15,6,110,95,0,9,2,0,4
Ecole Hassi Saleck,Djiguenni,Hodh Chargui,308,190,2,1,187,144,1,1,0,0,41
Ould aaghil 1,Koubenni,Hodh El Gharbi,334,145,4,2,139,127,0,1,11,0,0
Ecole Teichtaya,Djiguenni,Hodh Chargui,527,289,35,0,254,167,3,0,0,3,81
Ecole Doueira,Aoujeft,Adrar,60,31,1,0,30,27,0,1,0,0,2
Ecole N'Terguent,Aoujeft,Adrar,348,208,3,1,204,135,0,2,2,1,64
Ecole Teichtaya,Djiguenni,Hodh Chargui,527,287,3,1,283,168,2,1,0,5,107
Ecole Nweib,Aoujeft,Adrar,294,147,7,1,139,125,0,2,0,0,12
Hassi Mohamed,Bassiknou,Hodh Chargui,142,63,0,0,63,62,0,0,0,1,0
Abbaga,Bassiknou,Hodh Chargui,387,182,1,0,181,176,1,0,0,0,4
Ecole Oum Chenad,Aoujeft,Adrar,78,59,0,0,59,49,0,0,0,0,10
Ecole Ouyoune Lebgar,Aoujeft,Adrar,68,56,0,0,56,54,1,0,0,0,1
Ecole El Medah,Aoujeft,Adrar,316,137,3,0,134,116,0,0,0,0,18
Ecole Kraa Savya - Tadreissa,Aoujeft,Adrar,260,170,0,0,170,99,0,7,0,1,63
Ecole Kra'e Chorva,Aoujeft,Adrar,331,192,9,1,182,171,0,2,0,0,9
El Batine,Aoujeft,Adrar,307,279,1,2,276,239,1,2,0,1,33
Ecole Aoujeft,Aoujeft,Adrar,585,416,1,2,413,297,13,64,3,1,35
Ecole Aoujeft,Aoujeft,Adrar,584,370,5,3,362,250,20,53,5,1,33
Ecole Loudey,Aoujeft,Adrar,264,166,0,0,166,93,0,48,2,0,23
Ecole Tirebane,Aoujeft,Adrar,225,183,0,0,183,137,3,42,1,0,0
Commune Maaden,Aoujeft,Adrar,311,167,0,1,166,134,4,3,0,0,25
Ecole Agadir,Aoujeft,Adrar,108,93,0,0,93,88,0,3,0,0,2
Ecole Mheireth,Aoujeft,Adrar,480,237,7,3,227,163,5,2,1,0,56
Ecole Terjitt,Aoujeft,Adrar,300,82,3,0,79,56,0,1,0,0,22
Ecole Wegchedha,Aoujeft,Adrar,402,250,3,0,247,150,2,54,0,1,40
Legreyveh ecole,Tamcheket,Hodh El Gharbi,373,225,2,1,222,123,12,3,0,0,84
Ecole El Khouwara,Keur Macène,Trarza,449,308,3,10,295,221,29,3,0,4,38
Tweiva,N'beiket Lahwach,Hodh Chargui,123,40,1,0,39,28,2,1,0,0,8
Hassi youba,N'beiket Lahwach,Hodh Chargui,174,59,1,0,58,55,2,0,0,0,1
Tejal El Hajra,Koubenni,Hodh El Gharbi,323,169,9,0,160,140,10,1,0,1,8
Sondage Saleck,N'beiket Lahwach,Hodh Chargui,581,449,5,0,444,438,0,1,0,1,4
Sahla,Tidjikja,Tagant,307,208,3,1,204,157,42,1,0,0,4
Ecole Eguenni Ehel Nouh,Kiffa,Assaba,187,155,2,5,148,145,0,2,0,0,1
Ecole 1,Djiguenni,Hodh Chargui,485,246,6,0,240,154,8,1,1,2,74
Ecole Egjert,Djiguenni,Hodh Chargui,375,194,2,0,192,151,2,0,0,1,38
Sidi vall,N'beiket Lahwach,Hodh Chargui,120,46,3,1,42,41,0,0,0,0,1
Louber,Koubenni,Hodh El Gharbi,581,196,2,0,194,165,0,6,1,9,13
Ecole M'Bouss,Keur Macène,Trarza,372,268,8,2,258,145,21,6,0,0,86
Hassi Lebiadh,N'beiket Lahwach,Hodh Chargui,133,123,2,0,121,117,0,0,0,0,4
Ecole Loubeyrid,Keur Macène,Trarza,320,191,15,1,175,89,22,9,0,1,54
Kervi,Koubenni,Hodh El Gharbi,362,226,12,1,213,94,79,3,1,1,35
Lekhnegue,Tamcheket,Hodh El Gharbi,288,181,7,0,174,154,1,0,0,1,18
Letighe,N'beiket Lahwach,Hodh Chargui,199,107,0,0,107,95,0,0,0,0,12
Ecole El Ghoghriya,Djiguenni,Hodh Chargui,342,255,1,1,253,235,1,0,0,0,17
Ecole N'beiket Lahwach,N'beiket Lahwach,Hodh Chargui,449,182,4,1,177,147,6,3,0,6,15
El Mabrouk ecole,Tamcheket,Hodh El Gharbi,410,276,3,0,273,226,0,0,0,0,47
Temagha,Tamcheket,Hodh El Gharbi,113,87,0,0,87,84,1,0,0,0,2
Ecole Hassi Nbeg,Djiguenni,Hodh Chargui,278,200,1,1,198,174,2,0,0,1,21
Hassi Hademine,N'beiket Lahwach,Hodh Chargui,113,83,1,0,82,82,0,0,0,0,0
Ecole Jeftenni,Kiffa,Assaba,532,234,11,2,221,160,25,15,16,2,3
Hassi Igyaren,N'beiket Lahwach,Hodh Chargui,114,45,2,0,43,42,1,0,0,0,0
Zribe,N'beiket Lahwach,Hodh Chargui,554,470,2,0,468,457,1,1,0,1,8
Arch Bellouti,N'beiket Lahwach,Hodh Chargui,174,87,2,0,85,82,0,0,0,3,0
Karkart Ehl Med Seghier,Koubenni,Hodh El Gharbi,300,237,2,0,235,160,2,0,0,0,73
Zribe,N'beiket Lahwach,Hodh Chargui,555,489,7,0,482,448,0,0,0,0,34
Ecole Hassi Saleck,Djiguenni,Hodh Chargui,308,202,1,0,201,142,0,0,0,0,59
Dispensaire Choum,Atar,Adrar,349,214,6,0,208,98,20,1,0,1,88
El berbare ecole,Tamcheket,Hodh El Gharbi,174,130,0,0,130,124,4,0,0,0,2
Varea Ayara,Tidjikja,Tagant,111,69,1,0,68,59,4,0,0,0,5
Ecole Lemzeimet,Kiffa,Assaba,304,169,0,0,169,128,3,0,0,1,37
Ain awlad weiss,Néma,Hodh Chargui,445,331,3,0,328,282,0,0,0,16,30
Ecole Lemzeimet,Kiffa,Assaba,304,170,1,0,169,138,1,3,1,0,26
ENichane ecole,Tamcheket,Hodh El Gharbi,471,351,9,0,342,333,3,1,0,0,5
Mremida ecole,Tamcheket,Hodh El Gharbi,428,359,8,0,351,265,15,3,0,0,68
Boubteha,Néma,Hodh Chargui,260,145,9,0,136,99,3,0,1,1,32
Ecole Aghoratt,Kiffa,Assaba,539,220,6,0,214,151,7,0,0,1,55
Belehenda,Koubenni,Hodh El Gharbi,364,131,7,0,124,103,3,1,0,4,13
Hotel de ville,Djiguenni,Hodh Chargui,579,328,9,0,319,269,5,4,2,1,38
Guetae Teydoum commune,Tamcheket,Hodh El Gharbi,418,343,8,0,335,244,42,0,0,0,49
Rag Leze,Tidjikja,Tagant,127,90,0,0,90,87,0,1,0,0,2
Ecole Aït gouhar,Néma,Hodh Chargui,436,238,10,1,227,206,8,2,0,3,8
Ouad Erchan,Néma,Hodh Chargui,119,104,3,1,100,96,2,0,0,1,1
Ecole 2,Djiguenni,Hodh Chargui,465,215,6,0,209,171,2,1,1,0,34
Ecole 1 Loueid,Néma,Hodh Chargui,368,249,7,1,241,235,0,0,0,0,6
Ecole Grarett Legtata,Chinguitti,Adrar,295,124,2,0,122,92,2,8,2,0,18
Tembreihem,Tidjikja,Tagant,504,221,11,1,209,168,3,27,0,0,11
Ecole 2 Loueid,Néma,Hodh Chargui,591,374,11,1,362,319,1,1,0,1,40
El Manara,Néma,Hodh Chargui,235,148,6,0,142,130,1,0,0,6,5
LeFouda,N'beiket Lahwach,Hodh Chargui,257,132,4,1,127,122,0,0,0,0,5
Dadda radhi,N'beiket Lahwach,Hodh Chargui,139,75,5,0,70,58,1,0,0,0,11
Tenyessar,Tidjikja,Tagant,334,160,21,0,139,114,14,2,2,0,7
Kervi,Bassiknou,Hodh Chargui,384,229,0,0,229,228,0,0,0,0,1
Eddawdi,Bassiknou,Hodh Chargui,154,53,1,0,52,50,1,0,0,0,1
Sondage,Bassiknou,Hodh Chargui,350,121,3,0,118,112,0,0,0,0,6
Ehsey lehratine,Aïoun,Hodh El Gharbi,140,115,4,3,108,98,1,2,0,0,7
Djegre 2,Néma,Hodh Chargui,305,210,15,0,195,163,0,0,0,3,29
Noudach ecole,Tamcheket,Hodh El Gharbi,383,238,2,0,236,212,1,0,0,0,23
Ejhaviye ecole,Tamcheket,Hodh El Gharbi,319,250,0,0,250,207,9,14,0,0,20
Ecole,Bassiknou,Hodh Chargui,429,228,4,1,223,167,20,0,2,5,29
Ecole 2 Fam Lekhdheiratt,Kiffa,Assaba,414,156,0,1,155,96,7,2,0,1,49
Lekrayer ecole,Tamcheket,Hodh El Gharbi,518,250,7,0,243,178,16,1,1,0,47
Bounessea ecole,Tamcheket,Hodh El Gharbi,146,86,4,0,82,65,7,0,1,1,8
Oudey Mejbour,Tidjikja,Tagant,352,159,1,1,157,152,3,1,0,0,1
Sih 1,Asie,Etranger,362,138,4,0,134,106,0,0,0,2,26
LEMGHAMDHA,Tamcheket,Hodh El Gharbi,121,106,1,0,105,73,5,1,0,0,26
Sih 1,Asie,Etranger,362,148,0,0,148,92,0,2,0,1,53
N'tourjeh ecole,Tamcheket,Hodh El Gharbi,186,139,1,2,136,126,3,0,0,3,4
Melga Lebtah,Néma,Hodh Chargui,202,141,3,1,137,103,5,1,0,3,25
Sih 2,Asie,Etranger,595,192,3,0,189,135,0,1,0,3,50
Radhi  ecole,Tamcheket,Hodh El Gharbi,366,262,1,0,261,249,3,0,0,0,9
BEGHERDHA,Tamcheket,Hodh El Gharbi,379,362,4,0,358,350,1,1,0,0,6
Hay El Awali,Asie,Etranger,459,244,1,0,243,234,0,1,0,0,8
Legreyveh ecole,Tamcheket,Hodh El Gharbi,373,199,7,1,191,143,12,1,1,0,34
Oum Lemhar ecole,Tamcheket,Hodh El Gharbi,524,363,6,1,356,327,5,0,0,0,24
Guelab ecole,Tamcheket,Hodh El Gharbi,587,471,8,1,462,432,12,2,2,0,14
Dar Salama,Kaédi,Gorgol,517,384,10,7,367,153,126,9,66,0,13
Ganki,Kaédi,Gorgol,574,342,11,16,315,45,53,11,198,3,5
Hay El Masanie 1,Asie,Etranger,481,178,2,0,176,158,1,0,0,0,17
Lekreikra,Kaédi,Gorgol,181,111,4,1,106,94,0,0,2,1,9
Mouftah El Kheir,Kaédi,Gorgol,328,234,10,8,216,146,1,0,56,3,10
Seyal 1,Kaédi,Gorgol,365,245,7,5,233,106,29,2,94,0,2
Oum Elgah ecole,Tamcheket,Hodh El Gharbi,275,184,5,1,178,152,16,0,0,1,9
Hay El Hindawiya,Asie,Etranger,571,169,1,1,167,53,2,4,0,1,107
Ecole Sava,Néma,Hodh Chargui,217,142,1,0,141,137,0,0,0,0,4
Jedda 1,Asie,Etranger,253,28,1,1,26,13,2,0,0,0,11
Berel,Ghabou,Guidimagha,357,224,3,0,221,117,69,1,0,0,34
Dispensaire Djaguili,Ghabou,Guidimagha,308,177,4,1,172,79,66,8,11,1,7
Isslame,Ghabou,Guidimagha,277,165,10,8,147,10,48,0,83,1,5
Ecole Vitass,Ghabou,Guidimagha,138,121,1,0,120,72,48,0,0,0,0
Ecole 1,Kiffa,Assaba,466,251,2,1,248,155,49,9,8,1,26
Ecole Bougaara,Kiffa,Assaba,414,271,5,0,266,236,8,4,2,0,16
Hay El Masanie 1,Asie,Etranger,480,189,0,0,189,169,0,0,0,5,15
Touth,Kaédi,Gorgol,269,185,13,0,172,68,33,1,56,1,13
WADIO BOOSSOYA,Kaédi,Gorgol,346,249,0,9,240,109,46,0,81,0,4
Leweinatt ecole,Tamcheket,Hodh El Gharbi,138,130,1,0,129,127,0,0,0,0,2
Hay El Masanie 2,Asie,Etranger,539,204,1,0,203,195,0,0,0,0,8
condition féminine,Tintane,Hodh El Gharbi,436,262,4,1,257,215,22,0,0,0,20
Ain Selameh,Tintane,Hodh El Gharbi,495,332,3,1,328,323,0,0,0,0,5
Ain Selameh,Tintane,Hodh El Gharbi,496,384,3,3,378,367,3,0,0,0,8
Rouwahel,Tintane,Hodh El Gharbi,365,243,0,0,243,235,1,0,0,2,5
Commune - Laoueinatt,Tintane,Hodh El Gharbi,309,139,3,0,136,90,2,2,0,0,42
Commune - Laoueinatt,Tintane,Hodh El Gharbi,332,194,0,0,194,111,3,3,2,0,75
Ebenghan Ehl Gheylass,Tintane,Hodh El Gharbi,122,67,4,0,63,61,0,0,0,1,1
Bameira,Tintane,Hodh El Gharbi,262,178,1,0,177,171,0,1,0,0,5
Bouhedra,Tintane,Hodh El Gharbi,415,155,0,1,154,142,1,0,0,0,11
Ejreyv,Tintane,Hodh El Gharbi,405,166,1,1,164,79,0,0,0,3,82
Bitanguel 1,Kaédi,Gorgol,575,348,9,0,339,226,28,18,2,0,65
Ain Verba  1 - Lycée,Tintane,Hodh El Gharbi,583,211,3,0,208,131,3,2,1,0,71
Seyadeh ecole,Tamcheket,Hodh El Gharbi,239,163,1,1,161,155,0,0,1,1,4
Djenka,Kaédi,Gorgol,507,344,2,18,324,37,16,0,255,1,15
El Akrich,Kaédi,Gorgol,258,193,30,0,163,111,2,0,42,1,7
Ain Verba 2 - dispensaire,Tintane,Hodh El Gharbi,509,154,2,0,152,114,9,0,5,1,23
Hotel de ville,Kaédi,Gorgol,408,276,8,2,266,98,86,4,55,0,23
Hotel de ville,Kaédi,Gorgol,408,264,10,0,254,76,76,1,88,0,13
Hotel de ville,Kaédi,Gorgol,407,309,6,1,302,99,89,3,93,1,17
Ain Verba 2 - dispensaire,Tintane,Hodh El Gharbi,509,218,3,1,214,157,12,3,4,0,38
Fteile 2,Néma,Hodh Chargui,169,138,1,0,137,124,0,0,1,1,11
Jreikaett Bedjam,Kaédi,Gorgol,179,146,0,0,146,17,103,0,21,0,5
El mlegue - El kheyratt,Tintane,Hodh El Gharbi,491,268,3,1,264,182,1,13,0,0,68
Melssat,Tidjikja,Tagant,197,190,1,0,189,185,1,1,0,0,2
Leoueinatt,Kaédi,Gorgol,475,317,51,11,255,58,3,0,192,0,2
Lexeiba 1,Kaédi,Gorgol,346,238,10,1,227,56,70,3,95,1,2
El Mouna,Tintane,Hodh El Gharbi,581,296,8,0,288,135,1,3,16,4,129
Lexeiba 1,Kaédi,Gorgol,345,286,5,4,277,77,84,0,111,0,5
Galb Nema,Tintane,Hodh El Gharbi,380,103,11,0,92,80,2,0,2,0,8
Jevarah,Tintane,Hodh El Gharbi,501,159,9,0,150,138,6,0,0,0,6
Ecole 1,Néma,Hodh Chargui,319,198,9,1,188,133,24,0,4,2,25
Beghrel ecole,Tamcheket,Hodh El Gharbi,376,325,3,0,322,219,9,0,1,1,92
Lexeiba 2,Kaédi,Gorgol,413,322,29,8,285,57,93,0,134,0,1
Ecole Vani,Néma,Hodh Chargui,313,187,5,0,182,144,1,1,2,1,33
Lexeiba 2,Kaédi,Gorgol,412,313,16,0,297,90,83,1,116,4,3
Hassi Tajekanet,N'beiket Lahwach,Hodh Chargui,129,99,0,0,99,95,1,0,0,0,3
Lexeiba Zahra,Kaédi,Gorgol,465,200,16,1,183,101,24,3,3,0,52
Sondage Tejekanett,N'beiket Lahwach,Hodh Chargui,198,187,2,0,185,157,0,0,0,0,28
Lenwar,Tintane,Hodh El Gharbi,326,158,4,0,154,142,1,0,0,0,11
Lexeiba Zahra,Kaédi,Gorgol,464,265,3,3,259,141,7,14,2,0,95
Lexeiba Zahra,Kaédi,Gorgol,463,241,9,2,230,139,9,20,1,0,61
Lenwar,Tintane,Hodh El Gharbi,325,182,1,0,181,142,2,0,0,0,37
Mafondu,Kaédi,Gorgol,427,292,28,3,261,42,60,2,154,1,2
Oum Tguig,Tintane,Hodh El Gharbi,258,126,3,0,123,108,2,1,0,0,12
Ould Rami,Kaédi,Gorgol,364,248,27,1,220,39,107,0,69,1,4
Ecole Vani,Néma,Hodh Chargui,250,149,2,0,147,113,0,0,0,1,33
Sinthiane Ndjakir,Kaédi,Gorgol,235,126,4,8,114,36,12,0,64,0,2
Agharghar,Tintane,Hodh El Gharbi,451,212,1,0,211,145,2,2,0,0,62
Talhaya,Kaédi,Gorgol,303,223,15,2,206,49,27,0,127,0,3
Talhaya,Kaédi,Gorgol,302,205,10,1,194,30,26,0,137,0,1
Agharghar,Tintane,Hodh El Gharbi,450,184,1,0,183,122,5,2,3,1,50
Teoumiyatt,Kaédi,Gorgol,412,246,22,0,224,72,101,6,2,1,42
Berken Ehle M'bi,Tintane,Hodh El Gharbi,298,67,4,3,60,47,1,0,1,0,11
Dar Selam,Tintane,Hodh El Gharbi,281,158,5,0,153,143,1,0,0,0,9
Essebaa,Tintane,Hodh El Gharbi,142,74,1,0,73,60,0,0,0,2,11
Essewikia,Tintane,Hodh El Gharbi,532,214,5,1,208,164,1,0,0,0,43
Ecole El Jewad,Néma,Hodh Chargui,502,267,32,0,235,168,2,7,0,1,57
Hassi El Barka,Tintane,Hodh El Gharbi,434,152,4,3,145,67,3,5,0,0,70
Hsye Ehle Hemed,Tintane,Hodh El Gharbi,237,65,2,0,63,54,0,0,0,0,9
Kelbe Elaiche,Tintane,Hodh El Gharbi,285,119,2,0,117,48,0,1,1,0,67
Oum Eghwiyenite,Tintane,Hodh El Gharbi,539,206,4,0,202,185,3,1,1,0,12
Oudey Mejbour,Tidjikja,Tagant,350,172,1,0,171,163,4,2,0,0,2
Oum Erewayehe,Tintane,Hodh El Gharbi,354,126,0,1,125,117,2,0,0,0,6
Ecole  Sagné Diéry,Sélibaby,Guidimagha,590,408,16,22,370,64,66,15,216,0,9
Ould Ramy Peulh,Sélibaby,Guidimagha,263,181,9,10,162,32,40,2,86,1,1
Ecole 7,Sélibaby,Guidimagha,312,204,17,0,187,57,53,2,26,0,49
Point de Santé,Sélibaby,Guidimagha,557,406,9,0,397,102,227,7,51,1,9
Ecole 1 d'Arr,Sélibaby,Guidimagha,524,390,16,3,371,146,167,4,45,1,8
Ecole Laghfouyé,Sélibaby,Guidimagha,282,189,19,10,160,31,16,2,90,0,21
Ecole Ajar Peul,Sélibaby,Guidimagha,211,140,5,0,135,5,32,3,94,0,1
Ecole Tabal 1,Sélibaby,Guidimagha,251,172,3,2,167,79,79,0,1,0,8
Collège Wompou,Sélibaby,Guidimagha,565,399,1,6,392,197,142,6,27,0,20
Ecole Tagoutalla,Sélibaby,Guidimagha,344,258,6,13,239,74,9,1,153,1,1
Ecole Diareiba,Sélibaby,Guidimagha,258,176,3,4,169,97,6,1,62,0,3
Ecole Ehel Breike,Sélibaby,Guidimagha,265,194,3,6,185,73,61,2,45,0,4
Collège Wompou,Sélibaby,Guidimagha,566,399,3,7,389,255,94,5,16,1,18
Ecole Bouguerba Maure,Sélibaby,Guidimagha,428,267,10,3,254,58,61,4,69,1,61
Zemzem,Tintane,Hodh El Gharbi,297,172,2,1,169,161,0,0,0,1,7
Ecole Godiowol,Sélibaby,Guidimagha,436,324,4,15,305,57,6,2,235,0,5
Ecole 4,Sélibaby,Guidimagha,509,340,6,2,332,99,111,10,28,2,82
Dispensaire,Sélibaby,Guidimagha,379,250,6,0,244,102,79,4,3,0,56
Dispensaire,Sélibaby,Guidimagha,379,254,13,0,241,115,74,3,4,0,45
Ecole Dallé,Sélibaby,Guidimagha,413,268,21,2,245,122,75,4,35,0,9
Ecole Dangrimou,Sélibaby,Guidimagha,303,217,6,5,206,77,82,2,30,0,15
Ecole Ehel Salem,Sélibaby,Guidimagha,269,190,20,1,169,71,64,0,30,0,4
Ecole Hassi Chegar,Sélibaby,Guidimagha,431,288,15,4,269,104,112,2,6,1,44
Ecole Hassi Chegar,Sélibaby,Guidimagha,431,297,25,0,272,118,111,1,6,0,36
Ecole Kininkoumou,Sélibaby,Guidimagha,350,223,18,1,204,71,110,0,21,0,2
Agmamine,Kankoussa,Assaba,589,322,7,2,313,177,105,5,7,1,18
Wdey Mejbour,Tidjikja,Tagant,421,190,1,0,189,185,1,1,0,0,2
Ecole Kininkoumou,Sélibaby,Guidimagha,349,241,11,0,230,88,124,1,9,1,7
Agmamine,Kankoussa,Assaba,587,312,3,1,308,191,96,1,8,0,12
Ecole Zreigatt,Sélibaby,Guidimagha,474,335,14,10,311,121,107,2,63,4,14
Hamdallaye,Sélibaby,Guidimagha,258,211,4,1,206,51,147,2,2,1,3
El Khachbayé,Sélibaby,Guidimagha,335,217,10,2,205,63,104,2,11,0,25
Village Ehl Samba,Sélibaby,Guidimagha,168,134,7,0,127,40,27,0,4,0,56
El Khachbayé,Sélibaby,Guidimagha,335,232,14,4,214,52,115,2,28,1,16
Dvéa,Kankoussa,Assaba,388,154,3,0,151,108,23,8,0,1,11
Dvéa,Kankoussa,Assaba,387,163,6,2,155,94,34,2,1,1,23
Khemess Teidoum,Tidjikja,Tagant,502,400,8,0,392,384,2,0,1,0,5
Dispensaire,Sélibaby,Guidimagha,501,364,26,0,338,197,127,2,7,1,4
Ecole 1,Kankoussa,Assaba,600,280,3,1,276,87,105,1,9,0,74
Ecole Artemou,Sélibaby,Guidimagha,304,223,9,0,214,183,17,5,2,1,6
Ecole 1,Kankoussa,Assaba,600,314,20,0,294,90,118,5,10,0,71
Ecole Nieleba Soninké,Sélibaby,Guidimagha,533,392,22,6,364,143,158,5,26,1,31
Ecole 3,Kankoussa,Assaba,469,273,8,1,264,168,42,2,5,0,47
Ecole 3,Kankoussa,Assaba,468,261,7,1,253,154,52,6,2,0,39
Ecole Tachott  Botokollo,Sélibaby,Guidimagha,570,432,10,2,420,233,168,4,3,0,12
Hotel de Ville,Kankoussa,Assaba,336,197,3,1,193,58,91,8,6,1,29
Hotel de Ville,Kankoussa,Assaba,334,187,6,1,180,54,98,6,4,0,18
Kélé bélé,Kankoussa,Assaba,336,165,10,3,152,102,34,0,11,0,5
Kélé bélé,Kankoussa,Assaba,335,163,5,1,157,102,37,2,9,0,7
Lemguetae,Kankoussa,Assaba,524,323,8,3,312,162,91,7,14,1,37
Ecole Tachott  Botokollo,Sélibaby,Guidimagha,570,420,18,2,400,211,168,2,3,0,16
Lemguetae,Kankoussa,Assaba,524,334,10,3,321,190,78,7,10,1,35
Oudey Ehl Chehid,Kankoussa,Assaba,244,158,2,0,156,114,41,0,1,0,0
Ecole Tachout Béranné,Sélibaby,Guidimagha,526,373,15,1,357,260,71,5,4,1,16
Oulad Hamma,Kankoussa,Assaba,444,275,1,3,271,233,22,3,0,1,12
Ecole Tachout Béranné,Sélibaby,Guidimagha,526,370,4,0,366,213,127,4,4,1,17
Ecole Varte Ehel Ehmeimid,Sélibaby,Guidimagha,360,306,12,1,293,71,193,5,4,0,20
Ecole Sani,Kankoussa,Assaba,317,220,0,1,219,162,17,9,12,1,18
Ecole Sani,Kankoussa,Assaba,312,181,1,0,180,129,14,6,5,3,23
El Aouja,Kankoussa,Assaba,101,57,0,0,57,52,1,0,0,0,4
Dispensaire,Sélibaby,Guidimagha,437,288,12,4,272,134,77,4,53,1,3
El Jamae,Kankoussa,Assaba,171,114,2,1,111,96,2,1,1,0,11
Ecole Hassi Laatach,Sélibaby,Guidimagha,315,196,11,2,183,45,36,1,20,0,81
Feitir,Kankoussa,Assaba,269,194,4,0,190,184,1,0,0,2,3
Keweye et Sadra,Kankoussa,Assaba,300,185,1,0,184,150,0,0,1,0,33
Ecole Ould Mbony,Sélibaby,Guidimagha,425,311,66,3,242,123,83,2,28,0,6
Ecole Ould M'bouni Debaye,Sélibaby,Guidimagha,385,247,10,2,235,53,88,0,7,0,87
Ecole Ould M'bouni Debaye,Sélibaby,Guidimagha,384,206,5,2,199,56,79,0,26,0,38
Ecole Thienel Djoubaye,Sélibaby,Guidimagha,326,207,7,6,194,63,35,1,87,0,8
Leguneiba,Kankoussa,Assaba,323,154,3,2,149,124,1,10,1,1,12
N'Daouda,Kankoussa,Assaba,147,78,0,0,78,56,4,0,0,0,18
N'Dayniya,Kankoussa,Assaba,51,33,0,0,33,17,12,0,0,0,4
Sani Wadhan,Kankoussa,Assaba,370,188,3,4,181,172,0,4,0,1,4
Sani Wadhan,Kankoussa,Assaba,370,168,2,0,166,151,2,3,0,1,9
Archan Hamoud,Kankoussa,Assaba,482,263,14,1,248,161,74,5,3,1,4
Blajmil El Medina,Kankoussa,Assaba,566,305,10,1,294,117,152,2,6,1,16
Bousreouil,Kankoussa,Assaba,359,204,4,0,200,176,11,2,0,0,11
Ecole Chinguitti,Aleg,Brakna,330,139,4,0,135,69,4,1,0,3,58
Djavayatt,Kankoussa,Assaba,471,159,5,0,154,128,23,0,0,0,3
El Baghoui,Kankoussa,Assaba,245,152,7,0,145,36,98,5,0,1,5
Ecole Bouanze,Ould Yengé,Guidimagha,581,315,9,0,306,171,118,2,4,0,11
Ecole N'Dieo,Ould Yengé,Guidimagha,336,242,2,1,239,120,107,0,7,0,5
Hartane,Kankoussa,Assaba,385,209,3,0,206,109,63,2,0,1,31
Kiola,Kankoussa,Assaba,484,235,11,0,224,188,23,2,6,0,5
Kiola,Kankoussa,Assaba,484,228,12,1,215,179,25,4,3,1,3
Ecole El Mabrouk,Mederdra,Trarza,595,409,4,0,405,344,3,1,0,0,57
Legoueissi,Kankoussa,Assaba,316,154,7,0,147,101,5,0,0,0,41
Seyal,Kankoussa,Assaba,307,152,6,1,145,84,52,2,2,0,5
Seyal,Kankoussa,Assaba,306,142,6,0,136,85,40,2,2,0,7
Ain Teis,Kankoussa,Assaba,299,208,9,1,198,174,21,0,0,0,3
Azawaz,Kankoussa,Assaba,543,309,11,0,298,195,59,3,24,3,14
Bouhabcha Ledres,Kankoussa,Assaba,144,81,7,0,74,30,36,1,0,0,7
Boukhachba el badia,Kankoussa,Assaba,190,128,7,0,121,95,23,0,0,0,3
DAGHVEGUE,Kankoussa,Assaba,92,71,6,2,63,34,25,0,4,0,0
El Hachba,Kankoussa,Assaba,161,100,7,0,93,87,3,0,0,0,3
El Varae,Kankoussa,Assaba,105,62,1,3,58,53,1,0,2,0,2
Guerella 1,Kankoussa,Assaba,376,118,7,1,110,41,42,21,2,1,3
Guerella 1,Kankoussa,Assaba,375,206,8,1,197,105,73,5,13,0,1
Guerella 2,Kankoussa,Assaba,370,173,3,1,169,103,34,7,1,0,24
Hamod Ville,Kankoussa,Assaba,494,309,11,3,295,130,82,5,64,1,13
Hamod Ville,Kankoussa,Assaba,493,314,14,5,295,126,133,4,24,1,7
N'Dernaya,Kankoussa,Assaba,220,147,10,2,135,65,41,1,0,1,27
Oudey Talaba,Kankoussa,Assaba,391,182,2,0,180,126,32,1,0,1,20
Tafra,Kankoussa,Assaba,300,224,6,0,218,165,39,1,10,0,3
Tegelwouza,Kankoussa,Assaba,373,199,7,1,191,163,14,4,1,0,9
