,state_code,state,county,town,center,center_id,office_id,registered,voted,void,neutral,suffrage,candidate_votes,candidate
7376,12,Inchiri,Akjoujt,Akjoujt,Mauripost,16,1,464,313,4,0,309,22,Biram Dah Dah ABEID (Biram)
7377,12,Inchiri,Akjoujt,Akjoujt,Mauripost,16,1,464,313,4,0,309,8,Mohamed Sidi MAOULOUD (Maouloud)
7378,12,Inchiri,Akjoujt,Akjoujt,Mauripost,16,1,464,313,4,0,309,2,Mohamed Lemine El Mourteji El WAVI (Wavi)
7379,12,Inchiri,Akjoujt,Akjoujt,Mauripost,16,1,464,313,4,0,309,25,KANE Hamidou Baba (Kane)
7380,4,Gorgol,Kaédi,Djewol,Djewol 1,4,1,320,249,2,4,243,43,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7381,4,Gorgol,Kaédi,Djewol,Djewol 1,4,1,320,249,2,4,243,14,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7382,4,Gorgol,Kaédi,Djewol,Djewol 1,4,1,320,249,2,4,243,94,Biram Dah Dah ABEID (Biram)
7383,4,Gorgol,Kaédi,Djewol,Djewol 1,4,1,320,249,2,4,243,1,Mohamed Sidi MAOULOUD (Maouloud)
7384,4,Gorgol,Kaédi,Djewol,Djewol 1,4,1,320,249,2,4,243,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7385,4,Gorgol,Kaédi,Djewol,Djewol 1,4,1,320,249,2,4,243,84,KANE Hamidou Baba (Kane)
7386,1,Hodh Chargui,Néma,Mabrouk,Ecole Magham Teissir,4,1,428,305,3,1,301,181,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7387,1,Hodh Chargui,Néma,Mabrouk,Ecole Magham Teissir,4,1,428,305,3,1,301,105,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7388,1,Hodh Chargui,Néma,Mabrouk,Ecole Magham Teissir,4,1,428,305,3,1,301,3,Biram Dah Dah ABEID (Biram)
7389,1,Hodh Chargui,Néma,Mabrouk,Ecole Magham Teissir,4,1,428,305,3,1,301,0,Mohamed Sidi MAOULOUD (Maouloud)
7390,1,Hodh Chargui,Néma,Mabrouk,Ecole Magham Teissir,4,1,428,305,3,1,301,12,Mohamed Lemine El Mourteji El WAVI (Wavi)
7391,1,Hodh Chargui,Néma,Mabrouk,Ecole Magham Teissir,4,1,428,305,3,1,301,0,KANE Hamidou Baba (Kane)
7392,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole El Moctar Hamidoune,9,4,488,356,11,9,336,47,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7393,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole El Moctar Hamidoune,9,4,488,356,11,9,336,23,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7394,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole El Moctar Hamidoune,9,4,488,356,11,9,336,179,Biram Dah Dah ABEID (Biram)
7395,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole El Moctar Hamidoune,9,4,488,356,11,9,336,7,Mohamed Sidi MAOULOUD (Maouloud)
7396,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole El Moctar Hamidoune,9,4,488,356,11,9,336,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7397,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole El Moctar Hamidoune,9,4,488,356,11,9,336,80,KANE Hamidou Baba (Kane)
7398,6,Trarza,Ouad Naga,El Ariye,Agueilett Ethmane,2,1,237,94,2,0,92,57,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7399,6,Trarza,Ouad Naga,El Ariye,Agueilett Ethmane,2,1,237,94,2,0,92,28,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7400,6,Trarza,Ouad Naga,El Ariye,Agueilett Ethmane,2,1,237,94,2,0,92,3,Biram Dah Dah ABEID (Biram)
7401,6,Trarza,Ouad Naga,El Ariye,Agueilett Ethmane,2,1,237,94,2,0,92,4,Mohamed Sidi MAOULOUD (Maouloud)
7402,6,Trarza,Ouad Naga,El Ariye,Agueilett Ethmane,2,1,237,94,2,0,92,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7403,6,Trarza,Ouad Naga,El Ariye,Agueilett Ethmane,2,1,237,94,2,0,92,0,KANE Hamidou Baba (Kane)
7404,4,Gorgol,M'Bout,Soufa,Adwach,6,1,146,103,7,1,95,79,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7405,4,Gorgol,M'Bout,Soufa,Adwach,6,1,146,103,7,1,95,1,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7406,4,Gorgol,M'Bout,Soufa,Adwach,6,1,146,103,7,1,95,12,Biram Dah Dah ABEID (Biram)
7407,4,Gorgol,M'Bout,Soufa,Adwach,6,1,146,103,7,1,95,1,Mohamed Sidi MAOULOUD (Maouloud)
7408,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Saada,13,1,569,304,18,0,286,112,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7409,4,Gorgol,M'Bout,Soufa,Adwach,6,1,146,103,7,1,95,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7410,4,Gorgol,M'Bout,Soufa,Adwach,6,1,146,103,7,1,95,1,KANE Hamidou Baba (Kane)
7411,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Saada,13,1,569,304,18,0,286,122,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7412,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Saada,13,1,569,304,18,0,286,29,Biram Dah Dah ABEID (Biram)
7413,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Saada,13,1,569,304,18,0,286,14,Mohamed Sidi MAOULOUD (Maouloud)
7414,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Saada,13,1,569,304,18,0,286,3,Mohamed Lemine El Mourteji El WAVI (Wavi)
7415,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Saada,13,1,569,304,18,0,286,6,KANE Hamidou Baba (Kane)
7416,1,Hodh Chargui,Djiguenni,El Mebrouk,Ecole El Jedida,4,1,320,157,8,0,149,136,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7417,1,Hodh Chargui,Djiguenni,El Mebrouk,Ecole El Jedida,4,1,320,157,8,0,149,9,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7418,1,Hodh Chargui,Djiguenni,El Mebrouk,Ecole El Jedida,4,1,320,157,8,0,149,1,Biram Dah Dah ABEID (Biram)
7419,1,Hodh Chargui,Djiguenni,El Mebrouk,Ecole El Jedida,4,1,320,157,8,0,149,3,Mohamed Sidi MAOULOUD (Maouloud)
7420,1,Hodh Chargui,Djiguenni,El Mebrouk,Ecole El Jedida,4,1,320,157,8,0,149,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7421,1,Hodh Chargui,Djiguenni,El Mebrouk,Ecole El Jedida,4,1,320,157,8,0,149,0,KANE Hamidou Baba (Kane)
7422,9,Tagant,Tidjikja,Tidjikja,Achwawil (Ederoum),1,1,548,370,4,2,364,282,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7423,9,Tagant,Tidjikja,Tidjikja,Achwawil (Ederoum),1,1,548,370,4,2,364,59,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7424,9,Tagant,Tidjikja,Tidjikja,Achwawil (Ederoum),1,1,548,370,4,2,364,6,Biram Dah Dah ABEID (Biram)
7425,9,Tagant,Tidjikja,Tidjikja,Achwawil (Ederoum),1,1,548,370,4,2,364,17,Mohamed Sidi MAOULOUD (Maouloud)
7426,9,Tagant,Tidjikja,Tidjikja,Achwawil (Ederoum),1,1,548,370,4,2,364,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7427,9,Tagant,Tidjikja,Tidjikja,Achwawil (Ederoum),1,1,548,370,4,2,364,0,KANE Hamidou Baba (Kane)
7428,15,Nouakchott Sud,Arafat,Arafat,Collége  Excellence,12,6,566,442,10,7,425,220,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7429,15,Nouakchott Sud,Arafat,Arafat,Collége  Excellence,12,6,566,442,10,7,425,130,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7430,15,Nouakchott Sud,Arafat,Arafat,Collége  Excellence,12,6,566,442,10,7,425,65,Biram Dah Dah ABEID (Biram)
7431,15,Nouakchott Sud,Arafat,Arafat,Collége  Excellence,12,6,566,442,10,7,425,5,Mohamed Sidi MAOULOUD (Maouloud)
7432,15,Nouakchott Sud,Arafat,Arafat,Collége  Excellence,12,6,566,442,10,7,425,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7433,15,Nouakchott Sud,Arafat,Arafat,Collége  Excellence,12,6,566,442,10,7,425,5,KANE Hamidou Baba (Kane)
7434,1,Hodh Chargui,Timbedra,Timbedra,Leghweirigh,9,1,413,190,3,1,186,102,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7435,1,Hodh Chargui,Timbedra,Timbedra,Leghweirigh,9,1,413,190,3,1,186,80,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7436,1,Hodh Chargui,Timbedra,Timbedra,Leghweirigh,9,1,413,190,3,1,186,4,Biram Dah Dah ABEID (Biram)
7437,1,Hodh Chargui,Timbedra,Timbedra,Leghweirigh,9,1,413,190,3,1,186,0,Mohamed Sidi MAOULOUD (Maouloud)
7438,1,Hodh Chargui,Timbedra,Timbedra,Leghweirigh,9,1,413,190,3,1,186,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7439,1,Hodh Chargui,Timbedra,Timbedra,Leghweirigh,9,1,413,190,3,1,186,0,KANE Hamidou Baba (Kane)
7440,5,Brakna,Bababé,Aere M'Bar,Ecole Belel Ourenguel,4,1,260,154,11,5,138,84,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7441,5,Brakna,Bababé,Aere M'Bar,Ecole Belel Ourenguel,4,1,260,154,11,5,138,2,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7442,5,Brakna,Bababé,Aere M'Bar,Ecole Belel Ourenguel,4,1,260,154,11,5,138,5,Biram Dah Dah ABEID (Biram)
7443,5,Brakna,Bababé,Aere M'Bar,Ecole Belel Ourenguel,4,1,260,154,11,5,138,23,Mohamed Sidi MAOULOUD (Maouloud)
7444,5,Brakna,Bababé,Aere M'Bar,Ecole Belel Ourenguel,4,1,260,154,11,5,138,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7445,5,Brakna,Bababé,Aere M'Bar,Ecole Belel Ourenguel,4,1,260,154,11,5,138,24,KANE Hamidou Baba (Kane)
7446,6,Trarza,Ouad Naga,El Ariye,Dubai,9,1,220,158,2,1,155,75,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7447,6,Trarza,Ouad Naga,El Ariye,Dubai,9,1,220,158,2,1,155,72,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7448,6,Trarza,Ouad Naga,El Ariye,Dubai,9,1,220,158,2,1,155,1,Biram Dah Dah ABEID (Biram)
7449,6,Trarza,Ouad Naga,El Ariye,Dubai,9,1,220,158,2,1,155,6,Mohamed Sidi MAOULOUD (Maouloud)
7450,6,Trarza,Ouad Naga,El Ariye,Dubai,9,1,220,158,2,1,155,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7451,6,Trarza,Ouad Naga,El Ariye,Dubai,9,1,220,158,2,1,155,0,KANE Hamidou Baba (Kane)
7452,2,Hodh El Gharbi,Tamcheket,Radhi,Elketane ecole,5,1,155,106,2,1,103,101,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7453,2,Hodh El Gharbi,Tamcheket,Radhi,Elketane ecole,5,1,155,106,2,1,103,2,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7454,2,Hodh El Gharbi,Tamcheket,Radhi,Elketane ecole,5,1,155,106,2,1,103,0,Biram Dah Dah ABEID (Biram)
7455,2,Hodh El Gharbi,Tamcheket,Radhi,Elketane ecole,5,1,155,106,2,1,103,0,Mohamed Sidi MAOULOUD (Maouloud)
7456,2,Hodh El Gharbi,Tamcheket,Radhi,Elketane ecole,5,1,155,106,2,1,103,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7457,2,Hodh El Gharbi,Tamcheket,Radhi,Elketane ecole,5,1,155,106,2,1,103,0,KANE Hamidou Baba (Kane)
7458,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 3,5,1,531,398,8,3,387,133,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7459,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 3,5,1,531,398,8,3,387,128,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7460,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 3,5,1,531,398,8,3,387,83,Biram Dah Dah ABEID (Biram)
7461,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 3,5,1,531,398,8,3,387,16,Mohamed Sidi MAOULOUD (Maouloud)
7462,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 3,5,1,531,398,8,3,387,5,Mohamed Lemine El Mourteji El WAVI (Wavi)
7463,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 3,5,1,531,398,8,3,387,22,KANE Hamidou Baba (Kane)
7464,14,Nouakchott Nord,Dar Naïm,Dar Naim,Ecole Zeid,15,2,491,307,6,3,298,137,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7465,14,Nouakchott Nord,Dar Naïm,Dar Naim,Ecole Zeid,15,2,491,307,6,3,298,103,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7466,14,Nouakchott Nord,Dar Naïm,Dar Naim,Ecole Zeid,15,2,491,307,6,3,298,38,Biram Dah Dah ABEID (Biram)
7467,14,Nouakchott Nord,Dar Naïm,Dar Naim,Ecole Zeid,15,2,491,307,6,3,298,10,Mohamed Sidi MAOULOUD (Maouloud)
7468,14,Nouakchott Nord,Dar Naïm,Dar Naim,Ecole Zeid,15,2,491,307,6,3,298,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7469,14,Nouakchott Nord,Dar Naïm,Dar Naim,Ecole Zeid,15,2,491,307,6,3,298,9,KANE Hamidou Baba (Kane)
7470,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Ibn Awf,12,2,379,272,5,2,265,87,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7471,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Ibn Awf,12,2,379,272,5,2,265,88,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7472,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Ibn Awf,12,2,379,272,5,2,265,66,Biram Dah Dah ABEID (Biram)
7473,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Ibn Awf,12,2,379,272,5,2,265,9,Mohamed Sidi MAOULOUD (Maouloud)
7474,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Ibn Awf,12,2,379,272,5,2,265,3,Mohamed Lemine El Mourteji El WAVI (Wavi)
7475,14,Nouakchott Nord,Teyaret,Teyaret,Ecole Ibn Awf,12,2,379,272,5,2,265,12,KANE Hamidou Baba (Kane)
7476,10,Guidimagha,Ould Yengé,Leboully,Commune,1,1,451,318,7,1,310,172,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7477,10,Guidimagha,Ould Yengé,Leboully,Commune,1,1,451,318,7,1,310,8,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7478,10,Guidimagha,Ould Yengé,Leboully,Commune,1,1,451,318,7,1,310,110,Biram Dah Dah ABEID (Biram)
7479,10,Guidimagha,Ould Yengé,Leboully,Commune,1,1,451,318,7,1,310,14,Mohamed Sidi MAOULOUD (Maouloud)
7480,10,Guidimagha,Ould Yengé,Leboully,Commune,1,1,451,318,7,1,310,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7481,10,Guidimagha,Ould Yengé,Leboully,Commune,1,1,451,318,7,1,310,6,KANE Hamidou Baba (Kane)
7482,15,Nouakchott Sud,Arafat,Arafat,Ecole Hamza,13,5,542,327,18,2,307,173,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7483,15,Nouakchott Sud,Arafat,Arafat,Ecole Hamza,13,5,542,327,18,2,307,68,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7484,15,Nouakchott Sud,Arafat,Arafat,Ecole Hamza,13,5,542,327,18,2,307,49,Biram Dah Dah ABEID (Biram)
7485,15,Nouakchott Sud,Arafat,Arafat,Ecole Hamza,13,5,542,327,18,2,307,4,Mohamed Sidi MAOULOUD (Maouloud)
7486,15,Nouakchott Sud,Arafat,Arafat,Ecole Hamza,13,5,542,327,18,2,307,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7487,15,Nouakchott Sud,Arafat,Arafat,Ecole Hamza,13,5,542,327,18,2,307,12,KANE Hamidou Baba (Kane)
7488,1,Hodh Chargui,Néma,Noual,Ecole Chamia,2,1,356,209,1,0,208,153,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7489,1,Hodh Chargui,Néma,Noual,Ecole Chamia,2,1,356,209,1,0,208,53,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7490,1,Hodh Chargui,Néma,Noual,Ecole Chamia,2,1,356,209,1,0,208,1,Biram Dah Dah ABEID (Biram)
7491,1,Hodh Chargui,Néma,Noual,Ecole Chamia,2,1,356,209,1,0,208,1,Mohamed Sidi MAOULOUD (Maouloud)
7492,1,Hodh Chargui,Néma,Noual,Ecole Chamia,2,1,356,209,1,0,208,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7493,1,Hodh Chargui,Néma,Noual,Ecole Chamia,2,1,356,209,1,0,208,0,KANE Hamidou Baba (Kane)
7494,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 4,6,8,555,403,10,7,386,118,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7495,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 4,6,8,555,403,10,7,386,113,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7496,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 4,6,8,555,403,10,7,386,106,Biram Dah Dah ABEID (Biram)
7497,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 4,6,8,555,403,10,7,386,28,Mohamed Sidi MAOULOUD (Maouloud)
7498,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 4,6,8,555,403,10,7,386,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7499,14,Nouakchott Nord,Teyaret,Teyaret,Ecole 4,6,8,555,403,10,7,386,20,KANE Hamidou Baba (Kane)
7500,6,Trarza,R'Kiz,R'Kiz,Ecole Moussab 4,9,1,332,192,10,1,181,63,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7501,6,Trarza,R'Kiz,R'Kiz,Ecole Moussab 4,9,1,332,192,10,1,181,78,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7502,6,Trarza,R'Kiz,R'Kiz,Ecole Moussab 4,9,1,332,192,10,1,181,34,Biram Dah Dah ABEID (Biram)
7503,6,Trarza,R'Kiz,R'Kiz,Ecole Moussab 4,9,1,332,192,10,1,181,6,Mohamed Sidi MAOULOUD (Maouloud)
7504,6,Trarza,R'Kiz,R'Kiz,Ecole Moussab 4,9,1,332,192,10,1,181,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7505,6,Trarza,R'Kiz,R'Kiz,Ecole Moussab 4,9,1,332,192,10,1,181,0,KANE Hamidou Baba (Kane)
7506,7,Adrar,Atar,Atar,Ecole Terwen,14,2,431,313,4,3,306,160,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7507,7,Adrar,Atar,Atar,Ecole Terwen,14,2,431,313,4,3,306,90,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7508,7,Adrar,Atar,Atar,Ecole Terwen,14,2,431,313,4,3,306,52,Biram Dah Dah ABEID (Biram)
7509,7,Adrar,Atar,Atar,Ecole Terwen,14,2,431,313,4,3,306,1,Mohamed Sidi MAOULOUD (Maouloud)
7510,7,Adrar,Atar,Atar,Ecole Terwen,14,2,431,313,4,3,306,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7511,7,Adrar,Atar,Atar,Ecole Terwen,14,2,431,313,4,3,306,2,KANE Hamidou Baba (Kane)
7512,4,Gorgol,M'Bout,Soufa,Oudey Lemguil,3,1,531,251,5,3,243,102,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7513,4,Gorgol,M'Bout,Soufa,Oudey Lemguil,3,1,531,251,5,3,243,14,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7514,4,Gorgol,M'Bout,Soufa,Oudey Lemguil,3,1,531,251,5,3,243,73,Biram Dah Dah ABEID (Biram)
7515,4,Gorgol,M'Bout,Soufa,Oudey Lemguil,3,1,531,251,5,3,243,6,Mohamed Sidi MAOULOUD (Maouloud)
7516,4,Gorgol,M'Bout,Soufa,Oudey Lemguil,3,1,531,251,5,3,243,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7517,4,Gorgol,M'Bout,Soufa,Oudey Lemguil,3,1,531,251,5,3,243,48,KANE Hamidou Baba (Kane)
7518,9,Tagant,Tidjikja,Tidjikja,El Maleh,10,2,474,291,7,2,282,138,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7519,9,Tagant,Tidjikja,Tidjikja,El Maleh,10,2,474,291,7,2,282,71,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7520,9,Tagant,Tidjikja,Tidjikja,El Maleh,10,2,474,291,7,2,282,26,Biram Dah Dah ABEID (Biram)
7521,9,Tagant,Tidjikja,Tidjikja,El Maleh,10,2,474,291,7,2,282,47,Mohamed Sidi MAOULOUD (Maouloud)
7522,9,Tagant,Tidjikja,Tidjikja,El Maleh,10,2,474,291,7,2,282,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7523,9,Tagant,Tidjikja,Tidjikja,El Maleh,10,2,474,291,7,2,282,0,KANE Hamidou Baba (Kane)
7524,2,Hodh El Gharbi,Aïoun,Aioun,Ecole Meteo,7,1,484,259,7,0,252,96,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7525,2,Hodh El Gharbi,Aïoun,Aioun,Ecole Meteo,7,1,484,259,7,0,252,128,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7526,2,Hodh El Gharbi,Aïoun,Aioun,Ecole Meteo,7,1,484,259,7,0,252,12,Biram Dah Dah ABEID (Biram)
7527,2,Hodh El Gharbi,Aïoun,Aioun,Ecole Meteo,7,1,484,259,7,0,252,11,Mohamed Sidi MAOULOUD (Maouloud)
7528,2,Hodh El Gharbi,Aïoun,Aioun,Ecole Meteo,7,1,484,259,7,0,252,2,Mohamed Lemine El Mourteji El WAVI (Wavi)
7529,2,Hodh El Gharbi,Aïoun,Aioun,Ecole Meteo,7,1,484,259,7,0,252,3,KANE Hamidou Baba (Kane)
7530,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole Ahmed Zeidane,7,3,552,414,35,3,376,33,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7531,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole Ahmed Zeidane,7,3,552,414,35,3,376,9,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7532,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole Ahmed Zeidane,7,3,552,414,35,3,376,146,Biram Dah Dah ABEID (Biram)
7533,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole Ahmed Zeidane,7,3,552,414,35,3,376,3,Mohamed Sidi MAOULOUD (Maouloud)
7534,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole Ahmed Zeidane,7,3,552,414,35,3,376,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7535,13,Nouakchott Ouest,Sebkha,Sebkha,Ecole Ahmed Zeidane,7,3,552,414,35,3,376,185,KANE Hamidou Baba (Kane)
7536,13,Nouakchott Ouest,Ksar,Ksar,Lycée El Jedida,16,3,600,358,1,1,356,135,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7537,13,Nouakchott Ouest,Ksar,Ksar,Lycée El Jedida,16,3,600,358,1,1,356,141,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7538,13,Nouakchott Ouest,Ksar,Ksar,Lycée El Jedida,16,3,600,358,1,1,356,35,Biram Dah Dah ABEID (Biram)
7539,13,Nouakchott Ouest,Ksar,Ksar,Lycée El Jedida,16,3,600,358,1,1,356,27,Mohamed Sidi MAOULOUD (Maouloud)
7540,13,Nouakchott Ouest,Ksar,Ksar,Lycée El Jedida,16,3,600,358,1,1,356,2,Mohamed Lemine El Mourteji El WAVI (Wavi)
7541,13,Nouakchott Ouest,Ksar,Ksar,Lycée El Jedida,16,3,600,358,1,1,356,16,KANE Hamidou Baba (Kane)
7542,0,Etranger,Asie,Emirats Arabes Unis,Interieur 1,2,1,465,255,3,10,242,165,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7543,0,Etranger,Asie,Emirats Arabes Unis,Interieur 1,2,1,465,255,3,10,242,47,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7544,0,Etranger,Asie,Emirats Arabes Unis,Interieur 1,2,1,465,255,3,10,242,7,Biram Dah Dah ABEID (Biram)
7545,0,Etranger,Asie,Emirats Arabes Unis,Interieur 1,2,1,465,255,3,10,242,22,Mohamed Sidi MAOULOUD (Maouloud)
7546,0,Etranger,Asie,Emirats Arabes Unis,Interieur 1,2,1,465,255,3,10,242,0,Mohamed Lemine El Mourteji El WAVI (Wavi)
7547,0,Etranger,Asie,Emirats Arabes Unis,Interieur 1,2,1,465,255,3,10,242,1,KANE Hamidou Baba (Kane)
7548,8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Ecole 5 Leareiguib,16,1,218,170,0,6,164,35,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7549,8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Ecole 5 Leareiguib,16,1,218,170,0,6,164,45,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7550,8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Ecole 5 Leareiguib,16,1,218,170,0,6,164,54,Biram Dah Dah ABEID (Biram)
7551,8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Ecole 5 Leareiguib,16,1,218,170,0,6,164,10,Mohamed Sidi MAOULOUD (Maouloud)
7552,8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Ecole 5 Leareiguib,16,1,218,170,0,6,164,1,Mohamed Lemine El Mourteji El WAVI (Wavi)
7553,8,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Ecole 5 Leareiguib,16,1,218,170,0,6,164,19,KANE Hamidou Baba (Kane)
7554,1,Hodh Chargui,Amourj,Bougadoum,Ehl Ayad,16,1,330,236,11,0,225,219,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)
7555,1,Hodh Chargui,Amourj,Bougadoum,Ehl Ayad,16,1,330,236,11,0,225,2,Sidi Mohamed Boubacar BOUSSALEF (Boubacar)
7556,1,Hodh Chargui,Amourj,Bougadoum,Ehl Ayad,16,1,330,236,11,0,225,4,Biram Dah Dah ABEID (Biram)
