office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes,gaz_perct,biram_perct,mewloud_perct,kane_perct,wavi_perct,boubacar_perct,turnout
Ecole Egmakem,Ouadane,Adrar,110,78,1,0,77,68,0,0,0,0,9,0.8831168831168831,0.0,0.0,0.0,0.0,0.11688311688311688,70.91
Egjert El Emel,Aïoun,Hodh El Gharbi,428,323,5,0,318,227,3,0,0,1,87,0.7138364779874213,0.009433962264150943,0.0,0.0,0.0031446540880503146,0.27358490566037735,75.47
EL BDAA,Timbedra,Hodh Chargui,118,34,4,0,30,28,1,0,0,0,1,0.9333333333333333,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,28.81
Ecole 4,Sebkha,Nouakchott Ouest,526,364,7,13,344,29,182,3,110,0,20,0.08430232558139535,0.5290697674418605,0.00872093023255814,0.31976744186046513,0.0,0.05813953488372093,69.2
Lycée de Boghé,Boghé,Brakna,304,222,3,2,217,80,49,5,54,1,28,0.3686635944700461,0.22580645161290322,0.02304147465437788,0.2488479262672811,0.004608294930875576,0.12903225806451613,73.03
Ecole Dar  Salama,Dar Naïm,Nouakchott Nord,545,241,3,4,234,104,37,12,2,0,79,0.4444444444444444,0.1581196581196581,0.05128205128205128,0.008547008547008548,0.0,0.33760683760683763,44.22
Ecole Sagatar,Kiffa,Assaba,372,179,16,0,163,83,32,15,8,0,25,0.50920245398773,0.19631901840490798,0.09202453987730061,0.049079754601226995,0.0,0.15337423312883436,48.12
Ecole Sid'Ahmed Ould Aida,Ksar,Nouakchott Ouest,574,335,8,3,324,184,44,14,5,1,76,0.5679012345679012,0.13580246913580246,0.043209876543209874,0.015432098765432098,0.0030864197530864196,0.2345679012345679,58.36
Ehsey El khalveh,Tintane,Hodh El Gharbi,444,235,7,1,227,172,10,5,0,4,36,0.7577092511013216,0.04405286343612335,0.022026431718061675,0.0,0.01762114537444934,0.15859030837004406,52.93
Touva,Néma,Hodh Chargui,155,134,4,0,130,118,0,1,1,8,2,0.9076923076923077,0.0,0.007692307692307693,0.007692307692307693,0.06153846153846154,0.015384615384615385,86.45
Ecole 5,Tevragh Zeina,Nouakchott Ouest,592,319,6,5,308,50,125,6,90,1,36,0.16233766233766234,0.40584415584415584,0.01948051948051948,0.2922077922077922,0.003246753246753247,0.11688311688311688,53.89
Ecole Leleib Dekhlani,Boghé,Brakna,539,358,11,9,338,176,57,5,33,0,67,0.5207100591715976,0.16863905325443787,0.014792899408284023,0.09763313609467456,0.0,0.19822485207100593,66.42
Tenewbek,Ouad Naga,Trarza,313,214,6,7,201,161,3,7,1,0,29,0.8009950248756219,0.014925373134328358,0.03482587064676617,0.004975124378109453,0.0,0.14427860696517414,68.37
Travaux Publics,Atar,Adrar,405,273,7,0,266,148,26,3,2,0,87,0.556390977443609,0.09774436090225563,0.011278195488721804,0.007518796992481203,0.0,0.32706766917293234,67.41
Ecole Bavreichiya,Keur Macène,Trarza,111,81,2,0,79,23,2,1,0,0,53,0.2911392405063291,0.02531645569620253,0.012658227848101266,0.0,0.0,0.6708860759493671,72.97
Elevage,Tamcheket,Hodh El Gharbi,429,265,6,0,259,198,24,4,1,0,32,0.7644787644787645,0.09266409266409266,0.015444015444015444,0.003861003861003861,0.0,0.12355212355212356,61.77
Ecole Dolol,Maghama,Gorgol,390,284,1,6,277,105,57,6,101,0,8,0.37906137184115524,0.20577617328519857,0.021660649819494584,0.36462093862815886,0.0,0.02888086642599278,72.82
Ecole Toulde,Boghé,Brakna,530,406,3,13,390,60,6,1,321,1,1,0.15384615384615385,0.015384615384615385,0.002564102564102564,0.823076923076923,0.002564102564102564,0.002564102564102564,76.6
Lycée,Zoueratt,Tiris Zemmour,469,329,4,2,323,159,32,2,31,3,96,0.49226006191950467,0.09907120743034056,0.006191950464396285,0.09597523219814241,0.009287925696594427,0.29721362229102166,70.15
Hotel de ville,Djiguenni,Hodh Chargui,580,333,8,0,325,263,5,2,2,1,52,0.8092307692307692,0.015384615384615385,0.006153846153846154,0.006153846153846154,0.003076923076923077,0.16,57.41
Bouteichtaya Ecole,Ouad Naga,Trarza,463,296,8,4,284,168,12,1,0,0,103,0.5915492957746479,0.04225352112676056,0.0035211267605633804,0.0,0.0,0.3626760563380282,63.93
Ecole Cheikh Med Vadhel,Arafat,Nouakchott Sud,484,367,10,7,350,184,33,7,2,6,118,0.5257142857142857,0.09428571428571429,0.02,0.005714285714285714,0.017142857142857144,0.33714285714285713,75.83
Ecole 1,Timbedra,Hodh Chargui,330,163,3,0,160,97,11,4,2,2,44,0.60625,0.06875,0.025,0.0125,0.0125,0.275,49.39
Ecole 2,Bassiknou,Hodh Chargui,458,202,9,3,190,135,15,8,0,1,31,0.7105263157894737,0.07894736842105263,0.042105263157894736,0.0,0.005263157894736842,0.1631578947368421,44.1
Negya,Néma,Hodh Chargui,38,37,2,0,35,6,1,1,0,0,27,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.0,0.0,0.7714285714285715,97.37
Collège de Djeol,Kaédi,Gorgol,470,278,4,1,273,84,61,4,119,0,5,0.3076923076923077,0.22344322344322345,0.014652014652014652,0.4358974358974359,0.0,0.018315018315018316,59.15
Commune,Sebkha,Nouakchott Ouest,517,355,10,8,337,53,143,3,119,0,19,0.1572700296735905,0.42433234421364985,0.008902077151335312,0.35311572700296734,0.0,0.05637982195845697,68.67
Ecole Mourabitoune,Ksar,Nouakchott Ouest,481,343,9,4,330,35,179,20,81,0,15,0.10606060606060606,0.5424242424242425,0.06060606060606061,0.24545454545454545,0.0,0.045454545454545456,71.31
Chemsiyat,Tidjikja,Tagant,429,304,9,2,293,110,24,53,1,1,104,0.37542662116040953,0.08191126279863481,0.18088737201365188,0.0034129692832764505,0.0034129692832764505,0.35494880546075086,70.86
CAC,Zoueratt,Tiris Zemmour,454,322,6,3,313,162,18,12,10,1,110,0.5175718849840255,0.05750798722044728,0.038338658146964855,0.03194888178913738,0.003194888178913738,0.3514376996805112,70.93
Ecole Thide,Boghé,Brakna,419,297,10,9,278,47,4,1,199,2,25,0.16906474820143885,0.014388489208633094,0.0035971223021582736,0.7158273381294964,0.007194244604316547,0.08992805755395683,70.88
Inspection IDEN,Tevragh Zeina,Nouakchott Ouest,122,79,1,1,77,47,4,1,1,0,24,0.6103896103896104,0.05194805194805195,0.012987012987012988,0.012987012987012988,0.0,0.3116883116883117,64.75
Ecole Dolol,Maghama,Gorgol,392,276,17,2,257,118,35,1,97,1,5,0.4591439688715953,0.13618677042801555,0.0038910505836575876,0.377431906614786,0.0038910505836575876,0.019455252918287938,70.41
Zouwbri,Koubenni,Hodh El Gharbi,227,77,0,0,77,61,0,1,1,0,14,0.7922077922077922,0.0,0.012987012987012988,0.012987012987012988,0.0,0.18181818181818182,33.92
Ecole Khaled,Tevragh Zeina,Nouakchott Ouest,576,326,11,4,311,181,53,8,6,0,63,0.5819935691318328,0.17041800643086816,0.02572347266881029,0.01929260450160772,0.0,0.20257234726688103,56.6
Ecole Arrachid,Timbedra,Hodh Chargui,187,96,0,0,96,89,0,0,0,0,7,0.9270833333333334,0.0,0.0,0.0,0.0,0.07291666666666667,51.34
Ecole 8,Zoueratt,Tiris Zemmour,333,273,4,4,265,105,40,13,20,1,86,0.39622641509433965,0.1509433962264151,0.04905660377358491,0.07547169811320754,0.0037735849056603774,0.32452830188679244,81.98
Ecole Cheikh Med Vadhel,Arafat,Nouakchott Sud,484,334,11,4,319,105,42,18,3,5,146,0.329153605015674,0.13166144200626959,0.05642633228840126,0.009404388714733543,0.01567398119122257,0.45768025078369906,69.01
Collége 5,Riyad,Nouakchott Sud,475,285,16,1,268,113,88,5,8,2,52,0.4216417910447761,0.3283582089552239,0.018656716417910446,0.029850746268656716,0.007462686567164179,0.19402985074626866,60.0
Ecole Zahra,Dar Naïm,Nouakchott Nord,589,372,24,7,341,99,91,10,61,2,78,0.2903225806451613,0.2668621700879765,0.02932551319648094,0.17888563049853373,0.005865102639296188,0.2287390029325513,63.16
Ecole Khaled,Tevragh Zeina,Nouakchott Ouest,453,188,2,0,186,68,32,17,10,1,58,0.3655913978494624,0.17204301075268819,0.0913978494623656,0.053763440860215055,0.005376344086021506,0.3118279569892473,41.5
Ecole Bent Khoueiled,Dar Naïm,Nouakchott Nord,577,422,10,5,407,105,204,11,21,1,65,0.257985257985258,0.5012285012285013,0.02702702702702703,0.051597051597051594,0.002457002457002457,0.1597051597051597,73.14
Base,Aïoun,Hodh El Gharbi,500,252,3,1,248,132,7,5,1,2,101,0.532258064516129,0.028225806451612902,0.020161290322580645,0.004032258064516129,0.008064516129032258,0.40725806451612906,50.4
El Menchtah,Timbedra,Hodh Chargui,107,62,0,0,62,60,0,0,0,0,2,0.967741935483871,0.0,0.0,0.0,0.0,0.03225806451612903,57.94
Ecole Mesyel Lehbech,Ould Yengé,Guidimagha,497,188,17,3,168,83,10,0,36,0,39,0.49404761904761907,0.05952380952380952,0.0,0.21428571428571427,0.0,0.23214285714285715,37.83
Belediya 1,Atar,Adrar,429,161,7,1,153,56,23,4,4,0,66,0.3660130718954248,0.1503267973856209,0.026143790849673203,0.026143790849673203,0.0,0.43137254901960786,37.53
Choueir Telmas Ecole,Ouad Naga,Trarza,291,165,1,4,160,84,2,6,0,2,66,0.525,0.0125,0.0375,0.0,0.0125,0.4125,56.7
Ecole Cheikh Med Vadhel,Arafat,Nouakchott Sud,483,351,7,1,343,188,32,10,9,2,102,0.5481049562682215,0.09329446064139942,0.029154518950437316,0.026239067055393587,0.0058309037900874635,0.29737609329446063,72.67
Djewol 1,Kaédi,Gorgol,325,255,5,7,243,64,38,0,111,2,28,0.26337448559670784,0.15637860082304528,0.0,0.4567901234567901,0.00823045267489712,0.11522633744855967,78.46
ISERI,Ksar,Nouakchott Ouest,597,403,33,3,367,185,84,15,26,0,57,0.5040871934604905,0.22888283378746593,0.04087193460490463,0.07084468664850137,0.0,0.1553133514986376,67.5
Tewfik Ecole 2,Ouad Naga,Trarza,489,229,9,2,218,138,30,3,1,1,45,0.6330275229357798,0.13761467889908258,0.013761467889908258,0.0045871559633027525,0.0045871559633027525,0.20642201834862386,46.83
Ecole Ouad Raoudha,Kiffa,Assaba,340,204,6,0,198,78,104,1,0,0,15,0.3939393939393939,0.5252525252525253,0.005050505050505051,0.0,0.0,0.07575757575757576,60.0
Ecole 1 Boghé,Boghé,Brakna,305,147,5,1,141,51,43,3,35,0,9,0.3617021276595745,0.3049645390070922,0.02127659574468085,0.24822695035460993,0.0,0.06382978723404255,48.2
Ecole 2,Bassiknou,Hodh Chargui,458,241,7,0,234,133,44,7,1,0,49,0.5683760683760684,0.18803418803418803,0.029914529914529916,0.004273504273504274,0.0,0.2094017094017094,52.62
Ecole Santiane,Maghama,Gorgol,441,352,3,15,334,93,36,2,198,2,3,0.27844311377245506,0.10778443113772455,0.005988023952095809,0.592814371257485,0.005988023952095809,0.008982035928143712,79.82
Cetre Moughataa,Dar Naïm,Nouakchott Nord,508,350,10,5,335,125,71,16,27,1,95,0.373134328358209,0.21194029850746268,0.04776119402985075,0.08059701492537313,0.0029850746268656717,0.2835820895522388,68.9
Ecole Lemrabott Sidi Mahmoud,Arafat,Nouakchott Sud,512,403,20,0,383,136,56,22,63,0,106,0.35509138381201044,0.1462140992167102,0.057441253263707574,0.16449086161879894,0.0,0.27676240208877284,78.71
Ecole Chavi'i,Keur Macène,Trarza,198,129,3,0,126,65,4,1,0,0,56,0.5158730158730159,0.031746031746031744,0.007936507936507936,0.0,0.0,0.4444444444444444,65.15
Ecole 2,Bassiknou,Hodh Chargui,458,209,5,1,203,136,19,7,1,1,39,0.6699507389162561,0.09359605911330049,0.034482758620689655,0.0049261083743842365,0.0049261083743842365,0.1921182266009852,45.63
Ecole Selmane El Varissi,Dar Naïm,Nouakchott Nord,507,317,11,5,301,80,111,20,24,0,66,0.26578073089701,0.3687707641196013,0.0664451827242525,0.07973421926910298,0.0,0.21926910299003322,62.52
College 3,Nouadhibou,Dakhlet Nouadhibou,560,428,11,8,409,92,158,18,59,5,77,0.22493887530562348,0.3863080684596577,0.044009779951100246,0.14425427872860636,0.012224938875305624,0.1882640586797066,76.43
Eguerjane ecole,Tamcheket,Hodh El Gharbi,172,94,4,0,90,83,3,0,1,0,3,0.9222222222222223,0.03333333333333333,0.0,0.011111111111111112,0.0,0.03333333333333333,54.65
Ecole Ghasrem,Ouad Naga,Trarza,398,175,2,3,170,115,1,2,0,0,52,0.6764705882352942,0.0058823529411764705,0.011764705882352941,0.0,0.0,0.3058823529411765,43.97
Ecole Boutemtaya,Mederdra,Trarza,201,145,0,0,145,127,1,0,0,0,17,0.8758620689655172,0.006896551724137931,0.0,0.0,0.0,0.11724137931034483,72.14
Ecole Bou Oubeid,Riyad,Nouakchott Sud,529,334,10,8,316,47,143,2,95,0,29,0.14873417721518986,0.4525316455696203,0.006329113924050633,0.30063291139240506,0.0,0.09177215189873418,63.14
Collège 2,Zoueratt,Tiris Zemmour,509,386,7,0,379,154,61,6,21,0,137,0.40633245382585753,0.16094986807387862,0.0158311345646438,0.055408970976253295,0.0,0.36147757255936674,75.83
Ecole Loukeir,Maghama,Gorgol,413,258,7,9,242,88,9,3,136,1,5,0.36363636363636365,0.0371900826446281,0.012396694214876033,0.5619834710743802,0.004132231404958678,0.02066115702479339,62.47
Mbalke Adale,Timbedra,Hodh Chargui,294,210,0,1,209,79,1,0,0,1,128,0.37799043062200954,0.004784688995215311,0.0,0.0,0.004784688995215311,0.6124401913875598,71.43
Commune,Tintane,Hodh El Gharbi,489,275,6,1,268,208,11,5,0,1,43,0.7761194029850746,0.041044776119402986,0.018656716417910446,0.0,0.0037313432835820895,0.16044776119402984,56.24
Ecole Bakhaw,Boghé,Brakna,403,327,65,29,233,7,6,1,217,0,2,0.030042918454935622,0.02575107296137339,0.004291845493562232,0.9313304721030042,0.0,0.008583690987124463,81.14
Ecole N° 2,Mederdra,Trarza,488,322,19,3,300,217,12,4,0,0,67,0.7233333333333334,0.04,0.013333333333333334,0.0,0.0,0.22333333333333333,65.98
Oum Lewategh,Mederdra,Trarza,63,60,8,0,52,50,1,0,0,0,1,0.9615384615384616,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,95.24
Glayb Ndour,F'Deirick,Tiris Zemmour,596,290,20,4,266,141,48,5,5,1,66,0.5300751879699248,0.18045112781954886,0.018796992481203006,0.018796992481203006,0.0037593984962406013,0.24812030075187969,48.66
Ecole Bir El Jewda,Mederdra,Trarza,104,79,2,1,76,67,1,1,0,0,7,0.881578947368421,0.013157894736842105,0.013157894736842105,0.0,0.0,0.09210526315789473,75.96
Ecole Legweissi,R'Kiz,Trarza,455,216,5,3,208,159,16,1,1,0,31,0.7644230769230769,0.07692307692307693,0.004807692307692308,0.004807692307692308,0.0,0.14903846153846154,47.47
Ecole Dar El Beydha,Mederdra,Trarza,446,269,6,2,261,133,7,7,2,1,111,0.5095785440613027,0.02681992337164751,0.02681992337164751,0.007662835249042145,0.0038314176245210726,0.42528735632183906,60.31
ISERI,Ksar,Nouakchott Ouest,596,393,4,3,386,128,133,17,52,1,55,0.3316062176165803,0.344559585492228,0.04404145077720207,0.13471502590673576,0.0025906735751295338,0.14248704663212436,65.94
Bounaame,Mederdra,Trarza,208,125,16,0,109,55,2,0,0,0,52,0.5045871559633027,0.01834862385321101,0.0,0.0,0.0,0.47706422018348627,60.1
Ecole ILOT K,Tevragh Zeina,Nouakchott Ouest,462,318,10,1,307,104,100,16,41,1,45,0.33876221498371334,0.3257328990228013,0.05211726384364821,0.13355048859934854,0.003257328990228013,0.1465798045602606,68.83
Glayb Ndour,F'Deirick,Tiris Zemmour,596,306,21,3,282,148,45,4,4,3,78,0.524822695035461,0.1595744680851064,0.014184397163120567,0.014184397163120567,0.010638297872340425,0.2765957446808511,51.34
Ecole Dar Nourani,Mederdra,Trarza,297,170,3,0,167,47,6,3,0,0,111,0.281437125748503,0.03592814371257485,0.017964071856287425,0.0,0.0,0.6646706586826348,57.24
Zemzem,Mederdra,Trarza,82,65,4,1,60,37,2,1,0,0,20,0.6166666666666667,0.03333333333333333,0.016666666666666666,0.0,0.0,0.3333333333333333,79.27
Lycée,Dar Naïm,Nouakchott Nord,406,310,14,1,295,97,79,13,8,0,98,0.3288135593220339,0.2677966101694915,0.04406779661016949,0.02711864406779661,0.0,0.33220338983050846,76.35
Ecole Dar El Avia,Boghé,Brakna,504,367,1,1,365,231,94,4,10,0,26,0.6328767123287671,0.25753424657534246,0.010958904109589041,0.0273972602739726,0.0,0.07123287671232877,72.82
Hotel de Ville,Magtalahjar,Brakna,449,256,3,1,252,166,15,2,0,4,65,0.6587301587301587,0.05952380952380952,0.007936507936507936,0.0,0.015873015873015872,0.25793650793650796,57.02
Etgueylila Ecole,Ouad Naga,Trarza,442,218,1,3,214,46,2,13,0,0,153,0.21495327102803738,0.009345794392523364,0.06074766355140187,0.0,0.0,0.7149532710280374,49.32
Ecole Sagne,Maghama,Gorgol,445,301,9,0,292,157,48,22,59,2,4,0.5376712328767124,0.1643835616438356,0.07534246575342465,0.20205479452054795,0.00684931506849315,0.0136986301369863,67.64
Arafat,Koubenni,Hodh El Gharbi,222,118,1,0,117,96,6,0,0,0,15,0.8205128205128205,0.05128205128205128,0.0,0.0,0.0,0.1282051282051282,53.15
Hotel de Ville,Bassiknou,Hodh Chargui,410,233,20,0,213,126,21,7,37,0,22,0.5915492957746479,0.09859154929577464,0.03286384976525822,0.17370892018779344,0.0,0.10328638497652583,56.83
Charah,Koubenni,Hodh El Gharbi,386,153,5,1,147,90,13,0,6,0,38,0.6122448979591837,0.08843537414965986,0.0,0.04081632653061224,0.0,0.2585034013605442,39.64
Glayb Ndour,F'Deirick,Tiris Zemmour,596,287,15,4,268,146,58,3,4,1,56,0.5447761194029851,0.21641791044776118,0.011194029850746268,0.014925373134328358,0.0037313432835820895,0.208955223880597,48.15
Bejdour,Koubenni,Hodh El Gharbi,308,220,7,0,213,104,97,2,1,0,9,0.48826291079812206,0.45539906103286387,0.009389671361502348,0.004694835680751174,0.0,0.04225352112676056,71.43
Ecole Saleh,Sebkha,Nouakchott Ouest,513,408,14,17,377,30,183,3,140,0,21,0.07957559681697612,0.4854111405835544,0.007957559681697613,0.3713527851458886,0.0,0.05570291777188329,79.53
Enjama,Amourj,Hodh Chargui,277,210,6,0,204,195,5,0,0,0,4,0.9558823529411765,0.024509803921568627,0.0,0.0,0.0,0.0196078431372549,75.81
Ecole Bir El Veth,R'Kiz,Trarza,347,212,9,0,203,111,2,2,0,0,88,0.5467980295566502,0.009852216748768473,0.009852216748768473,0.0,0.0,0.43349753694581283,61.1
Hsey Tine,Boumdeid,Assaba,311,156,2,1,153,139,1,3,0,0,10,0.9084967320261438,0.006535947712418301,0.0196078431372549,0.0,0.0,0.06535947712418301,50.16
Ecole Bent Khoueiled,Dar Naïm,Nouakchott Nord,579,371,16,4,351,88,169,14,22,3,55,0.25071225071225073,0.48148148148148145,0.039886039886039885,0.06267806267806268,0.008547008547008548,0.15669515669515668,64.08
Taghendmet,Atar,Adrar,79,72,0,0,72,62,1,0,0,0,9,0.8611111111111112,0.013888888888888888,0.0,0.0,0.0,0.125,91.14
Ecole Mbaladji,Boghé,Brakna,426,305,9,1,295,98,122,1,12,0,62,0.33220338983050846,0.4135593220338983,0.003389830508474576,0.04067796610169491,0.0,0.21016949152542372,71.6
Meftah Elkhair,Ouad Naga,Trarza,172,130,1,5,124,56,2,11,0,0,55,0.45161290322580644,0.016129032258064516,0.08870967741935484,0.0,0.0,0.4435483870967742,75.58
Glayb Ndour,F'Deirick,Tiris Zemmour,596,271,7,3,261,130,57,4,5,1,64,0.49808429118773945,0.21839080459770116,0.01532567049808429,0.019157088122605363,0.0038314176245210726,0.24521072796934865,45.47
Ecole Keur Macene,Keur Macène,Trarza,457,211,13,3,195,96,51,8,0,1,39,0.49230769230769234,0.26153846153846155,0.041025641025641026,0.0,0.005128205128205128,0.2,46.17
Ecole Lekhteit,Magtalahjar,Brakna,323,205,5,0,200,144,2,2,2,2,48,0.72,0.01,0.01,0.01,0.01,0.24,63.47
Ecole 1,Ksar,Nouakchott Ouest,600,389,18,14,357,208,53,8,5,0,83,0.5826330532212886,0.1484593837535014,0.022408963585434174,0.014005602240896359,0.0,0.23249299719887956,64.83
Ecole 1,Néma,Hodh Chargui,319,225,5,2,218,138,24,2,1,1,52,0.6330275229357798,0.11009174311926606,0.009174311926605505,0.0045871559633027525,0.0045871559633027525,0.23853211009174313,70.53
Glayb Ndour,F'Deirick,Tiris Zemmour,596,289,11,4,274,125,60,7,5,1,76,0.4562043795620438,0.21897810218978103,0.025547445255474453,0.01824817518248175,0.0036496350364963502,0.2773722627737226,48.49
Melgua Lemrayer,R'Kiz,Trarza,227,126,4,0,122,79,3,12,0,0,28,0.6475409836065574,0.02459016393442623,0.09836065573770492,0.0,0.0,0.22950819672131148,55.51
Ecole Oussama,Arafat,Nouakchott Sud,472,333,22,3,308,172,20,22,11,1,82,0.5584415584415584,0.06493506493506493,0.07142857142857142,0.03571428571428571,0.003246753246753247,0.2662337662337662,70.55
Ecole El Boutt,Mederdra,Trarza,186,135,2,1,132,102,2,0,0,0,28,0.7727272727272727,0.015151515151515152,0.0,0.0,0.0,0.21212121212121213,72.58
Glayb Ndour,F'Deirick,Tiris Zemmour,596,302,18,2,282,164,56,0,6,4,52,0.5815602836879432,0.19858156028368795,0.0,0.02127659574468085,0.014184397163120567,0.18439716312056736,50.67
Dispensaire Dar El Avia,Boghé,Brakna,508,287,14,3,270,145,78,8,16,0,23,0.5370370370370371,0.28888888888888886,0.02962962962962963,0.05925925925925926,0.0,0.08518518518518518,56.5
Collège 3 (El marbat),El Mina,Nouakchott Sud,476,346,8,1,337,118,151,12,11,1,44,0.35014836795252224,0.44807121661721067,0.03560830860534125,0.032640949554896145,0.002967359050445104,0.13056379821958458,72.69
Maison des jeunes,Aïoun,Hodh El Gharbi,504,232,6,5,221,95,29,7,5,3,82,0.4298642533936652,0.13122171945701358,0.03167420814479638,0.02262443438914027,0.013574660633484163,0.37104072398190047,46.03
Ecole Saad,Riyad,Nouakchott Sud,535,368,7,5,356,81,153,27,53,0,42,0.22752808988764045,0.4297752808988764,0.07584269662921349,0.14887640449438203,0.0,0.11797752808988764,68.79
Glayb Ndour,F'Deirick,Tiris Zemmour,596,278,22,8,248,131,47,7,5,2,56,0.5282258064516129,0.18951612903225806,0.028225806451612902,0.020161290322580645,0.008064516129032258,0.22580645161290322,46.64
Ecole Dioude Dieri,Bababé,Brakna,301,239,5,7,227,50,8,0,166,0,3,0.22026431718061673,0.03524229074889868,0.0,0.7312775330396476,0.0,0.013215859030837005,79.4
Ecole 2,Bababé,Brakna,320,193,2,3,188,31,8,0,145,0,4,0.16489361702127658,0.0425531914893617,0.0,0.7712765957446809,0.0,0.02127659574468085,60.31
Ecole Dioude Dieri,Bababé,Brakna,304,239,5,18,216,32,5,0,177,0,2,0.14814814814814814,0.023148148148148147,0.0,0.8194444444444444,0.0,0.009259259259259259,78.62
